time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),sunrise (iso8601),sunset (iso8601),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm)
2020-06-15,22.2,11.1,17.2,2020-06-15T04:40,2020-06-15T21:21,1.60,1.60,0.00
2020-06-16,21.3,12.1,17.2,2020-06-16T04:40,2020-06-16T21:22,4.80,4.80,0.00
2020-06-17,20.5,13.1,16.9,2020-06-17T04:40,2020-06-17T21:22,11.20,11.20,0.00
2020-06-18,19.0,13.5,15.8,2020-06-18T04:40,2020-06-18T21:22,16.70,16.70,0.00
2020-06-19,18.7,12.7,15.7,2020-06-19T04:40,2020-06-19T21:23,0.70,0.70,0.00
2020-06-20,19.9,12.2,16.2,2020-06-20T04:40,2020-06-20T21:23,0.10,0.10,0.00
2020-06-21,20.8,14.1,16.9,2020-06-21T04:41,2020-06-21T21:23,0.50,0.50,0.00
2020-06-22,21.2,9.4,15.9,2020-06-22T04:41,2020-06-22T21:23,0.00,0.00,0.00
2020-06-23,25.3,11.6,19.1,2020-06-23T04:41,2020-06-23T21:23,0.00,0.00,0.00
2020-06-24,28.4,15.6,22.1,2020-06-24T04:42,2020-06-24T21:24,0.00,0.00,0.00
2020-06-25,28.6,17.7,23.2,2020-06-25T04:42,2020-06-25T21:23,0.00,0.00,0.00
2020-06-26,27.5,16.9,21.6,2020-06-26T04:42,2020-06-26T21:23,1.70,1.70,0.00
2020-06-27,20.3,14.2,17.1,2020-06-27T04:43,2020-06-27T21:23,6.90,6.90,0.00
2020-06-28,18.9,12.6,15.8,2020-06-28T04:43,2020-06-28T21:23,0.20,0.20,0.00
2020-06-29,18.2,11.9,15.3,2020-06-29T04:44,2020-06-29T21:23,0.00,0.00,0.00
2020-06-30,17.0,12.2,15.0,2020-06-30T04:45,2020-06-30T21:23,2.10,2.10,0.00
2020-07-01,19.0,14.3,16.9,2020-07-01T04:45,2020-07-01T21:22,0.70,0.70,0.00
2020-07-02,19.8,12.0,16.2,2020-07-02T04:46,2020-07-02T21:22,2.40,2.40,0.00
2020-07-03,20.9,12.3,16.0,2020-07-03T04:47,2020-07-03T21:22,1.80,1.80,0.00
2020-07-04,19.5,14.7,17.2,2020-07-04T04:48,2020-07-04T21:21,0.30,0.30,0.00
2020-07-05,18.9,13.6,17.2,2020-07-05T04:49,2020-07-05T21:21,0.10,0.10,0.00
2020-07-06,18.7,11.9,15.3,2020-07-06T04:50,2020-07-06T21:20,0.10,0.10,0.00
2020-07-07,18.7,11.3,15.5,2020-07-07T04:50,2020-07-07T21:19,0.30,0.30,0.00
2020-07-08,19.4,14.7,16.3,2020-07-08T04:51,2020-07-08T21:19,8.80,8.80,0.00
2020-07-09,19.0,14.6,16.8,2020-07-09T04:52,2020-07-09T21:18,4.30,4.30,0.00
2020-07-10,18.5,12.5,15.4,2020-07-10T04:54,2020-07-10T21:17,0.50,0.50,0.00
2020-07-11,18.6,9.9,15.1,2020-07-11T04:55,2020-07-11T21:16,0.00,0.00,0.00
2020-07-12,21.7,10.5,17.0,2020-07-12T04:56,2020-07-12T21:16,0.00,0.00,0.00
2020-07-13,23.5,11.0,17.8,2020-07-13T04:57,2020-07-13T21:15,2.10,2.10,0.00
2020-07-14,19.3,15.1,16.9,2020-07-14T04:58,2020-07-14T21:14,4.10,4.10,0.00
2020-07-15,17.1,13.3,15.4,2020-07-15T04:59,2020-07-15T21:13,0.10,0.10,0.00
2020-07-16,21.3,14.9,17.8,2020-07-16T05:00,2020-07-16T21:12,0.00,0.00,0.00
2020-07-17,24.9,16.0,20.3,2020-07-17T05:02,2020-07-17T21:11,0.10,0.10,0.00
2020-07-18,23.4,13.6,18.6,2020-07-18T05:03,2020-07-18T21:10,0.00,0.00,0.00
2020-07-19,18.8,14.9,16.3,2020-07-19T05:04,2020-07-19T21:08,1.80,1.80,0.00
2020-07-20,20.8,11.2,16.2,2020-07-20T05:06,2020-07-20T21:07,0.00,0.00,0.00
2020-07-21,19.9,10.0,15.8,2020-07-21T05:07,2020-07-21T21:06,0.00,0.00,0.00
2020-07-22,22.5,12.1,17.8,2020-07-22T05:08,2020-07-22T21:05,0.00,0.00,0.00
2020-07-23,23.5,12.8,18.2,2020-07-23T05:10,2020-07-23T21:03,0.20,0.20,0.00
2020-07-24,23.2,15.6,19.3,2020-07-24T05:11,2020-07-24T21:02,0.20,0.20,0.00
2020-07-25,20.8,15.7,17.6,2020-07-25T05:12,2020-07-25T21:01,12.10,12.10,0.00
2020-07-26,21.1,12.7,16.9,2020-07-26T05:14,2020-07-26T20:59,0.00,0.00,0.00
2020-07-27,20.7,15.0,17.7,2020-07-27T05:15,2020-07-27T20:58,3.70,3.70,0.00
2020-07-28,18.9,12.8,16.6,2020-07-28T05:17,2020-07-28T20:56,0.00,0.00,0.00
2020-07-29,21.3,9.9,16.4,2020-07-29T05:18,2020-07-29T20:55,0.00,0.00,0.00
2020-07-30,25.6,11.9,19.3,2020-07-30T05:20,2020-07-30T20:53,0.00,0.00,0.00
2020-07-31,31.4,16.3,23.5,2020-07-31T05:21,2020-07-31T20:51,0.00,0.00,0.00
2020-08-01,23.3,16.8,20.2,2020-08-01T05:23,2020-08-01T20:50,0.10,0.10,0.00
2020-08-02,21.3,14.2,18.0,2020-08-02T05:24,2020-08-02T20:48,0.00,0.00,0.00
2020-08-03,20.2,13.5,17.2,2020-08-03T05:26,2020-08-03T20:46,0.10,0.10,0.00
2020-08-04,20.6,12.7,17.1,2020-08-04T05:27,2020-08-04T20:45,0.00,0.00,0.00
2020-08-05,23.5,15.0,19.0,2020-08-05T05:29,2020-08-05T20:43,0.00,0.00,0.00
2020-08-06,25.5,17.0,20.5,2020-08-06T05:31,2020-08-06T20:41,0.00,0.00,0.00
2020-08-07,32.8,14.0,24.3,2020-08-07T05:32,2020-08-07T20:39,0.00,0.00,0.00
2020-08-08,31.3,18.5,25.0,2020-08-08T05:34,2020-08-08T20:37,0.00,0.00,0.00
2020-08-09,29.8,17.6,23.2,2020-08-09T05:35,2020-08-09T20:36,0.50,0.50,0.00
2020-08-10,32.2,19.8,25.4,2020-08-10T05:37,2020-08-10T20:34,0.00,0.00,0.00
2020-08-11,32.2,19.4,26.2,2020-08-11T05:38,2020-08-11T20:32,0.50,0.50,0.00
2020-08-12,32.1,19.9,25.5,2020-08-12T05:40,2020-08-12T20:30,0.80,0.80,0.00
2020-08-13,27.7,19.6,22.5,2020-08-13T05:42,2020-08-13T20:28,13.50,13.50,0.00
2020-08-14,22.8,17.6,19.9,2020-08-14T05:43,2020-08-14T20:26,6.80,6.80,0.00
2020-08-15,22.5,18.1,19.5,2020-08-15T05:45,2020-08-15T20:24,5.80,5.80,0.00
2020-08-16,23.9,17.3,20.0,2020-08-16T05:46,2020-08-16T20:22,0.90,0.90,0.00
2020-08-17,22.1,14.7,18.1,2020-08-17T05:48,2020-08-17T20:20,3.10,3.10,0.00
2020-08-18,21.4,15.3,18.5,2020-08-18T05:49,2020-08-18T20:18,1.00,1.00,0.00
2020-08-19,20.3,15.5,18.3,2020-08-19T05:51,2020-08-19T20:16,6.30,6.30,0.00
2020-08-20,23.5,16.2,20.1,2020-08-20T05:53,2020-08-20T20:14,1.00,1.00,0.00
2020-08-21,22.1,17.2,19.7,2020-08-21T05:54,2020-08-21T20:12,0.20,0.20,0.00
2020-08-22,20.6,15.7,18.0,2020-08-22T05:56,2020-08-22T20:10,0.90,0.90,0.00
2020-08-23,20.3,14.7,17.2,2020-08-23T05:58,2020-08-23T20:07,0.80,0.80,0.00
2020-08-24,20.2,13.0,16.4,2020-08-24T05:59,2020-08-24T20:05,1.60,1.60,0.00
2020-08-25,21.1,15.8,17.5,2020-08-25T06:01,2020-08-25T20:03,11.20,11.20,0.00
2020-08-26,20.1,14.9,17.5,2020-08-26T06:02,2020-08-26T20:01,0.00,0.00,0.00
2020-08-27,18.7,13.0,15.5,2020-08-27T06:04,2020-08-27T19:59,14.10,14.10,0.00
2020-08-28,17.9,12.3,14.4,2020-08-28T06:05,2020-08-28T19:57,6.70,6.70,0.00
2020-08-29,15.8,11.5,13.3,2020-08-29T06:07,2020-08-29T19:54,2.40,2.40,0.00
2020-08-30,16.9,11.9,14.0,2020-08-30T06:09,2020-08-30T19:52,0.00,0.00,0.00
2020-08-31,16.2,10.7,13.6,2020-08-31T06:10,2020-08-31T19:50,0.00,0.00,0.00
2020-09-01,17.7,10.3,14.4,2020-09-01T06:12,2020-09-01T19:48,0.00,0.00,0.00
2020-09-02,19.4,10.4,14.9,2020-09-02T06:13,2020-09-02T19:46,2.30,2.30,0.00
2020-09-03,19.4,15.3,17.6,2020-09-03T06:15,2020-09-03T19:43,0.00,0.00,0.00
2020-09-04,19.0,11.8,15.5,2020-09-04T06:17,2020-09-04T19:41,0.90,0.90,0.00
2020-09-05,17.3,10.1,14.0,2020-09-05T06:18,2020-09-05T19:39,0.70,0.70,0.00
2020-09-06,18.3,8.1,13.5,2020-09-06T06:20,2020-09-06T19:37,0.00,0.00,0.00
2020-09-07,17.7,8.7,14.1,2020-09-07T06:21,2020-09-07T19:34,0.00,0.00,0.00
2020-09-08,22.4,15.3,18.3,2020-09-08T06:23,2020-09-08T19:32,0.00,0.00,0.00
2020-09-09,20.8,14.5,17.3,2020-09-09T06:25,2020-09-09T19:30,0.00,0.00,0.00
2020-09-10,18.1,8.7,14.0,2020-09-10T06:26,2020-09-10T19:27,0.00,0.00,0.00
2020-09-11,18.5,8.2,14.0,2020-09-11T06:28,2020-09-11T19:25,0.00,0.00,0.00
2020-09-12,19.7,11.6,15.4,2020-09-12T06:29,2020-09-12T19:23,0.00,0.00,0.00
2020-09-13,21.8,12.8,16.6,2020-09-13T06:31,2020-09-13T19:20,0.00,0.00,0.00
2020-09-14,26.0,10.4,18.0,2020-09-14T06:33,2020-09-14T19:18,0.00,0.00,0.00
2020-09-15,28.0,14.9,21.0,2020-09-15T06:34,2020-09-15T19:16,0.00,0.00,0.00
2020-09-16,24.1,15.5,19.1,2020-09-16T06:36,2020-09-16T19:14,0.00,0.00,0.00
2020-09-17,18.7,12.9,15.4,2020-09-17T06:37,2020-09-17T19:11,0.00,0.00,0.00
2020-09-18,19.3,11.9,15.3,2020-09-18T06:39,2020-09-18T19:09,0.00,0.00,0.00
2020-09-19,21.5,13.9,16.9,2020-09-19T06:41,2020-09-19T19:07,0.00,0.00,0.00
2020-09-20,22.3,13.5,17.2,2020-09-20T06:42,2020-09-20T19:04,0.00,0.00,0.00
2020-09-21,21.9,11.3,16.3,2020-09-21T06:44,2020-09-21T19:02,0.00,0.00,0.00
2020-09-22,22.5,11.9,17.2,2020-09-22T06:45,2020-09-22T19:00,0.00,0.00,0.00
2020-09-23,18.8,11.3,15.8,2020-09-23T06:47,2020-09-23T18:57,2.60,2.60,0.00
2020-09-24,15.5,8.7,11.5,2020-09-24T06:49,2020-09-24T18:55,4.60,4.60,0.00
2020-09-25,13.8,6.9,10.0,2020-09-25T06:50,2020-09-25T18:53,1.20,1.20,0.00
2020-09-26,13.2,6.6,9.9,2020-09-26T06:52,2020-09-26T18:50,0.00,0.00,0.00
2020-09-27,14.8,9.9,12.0,2020-09-27T06:53,2020-09-27T18:48,0.00,0.00,0.00
2020-09-28,17.3,9.4,13.2,2020-09-28T06:55,2020-09-28T18:46,0.00,0.00,0.00
2020-09-29,15.5,11.5,14.3,2020-09-29T06:57,2020-09-29T18:44,4.20,4.20,0.00
2020-09-30,17.8,9.9,13.5,2020-09-30T06:58,2020-09-30T18:41,8.50,8.50,0.00
2020-10-01,14.4,10.3,12.2,2020-10-01T07:00,2020-10-01T18:39,2.50,2.50,0.00
2020-10-02,13.2,10.2,12.1,2020-10-02T07:02,2020-10-02T18:37,19.40,19.40,0.00
2020-10-03,14.0,11.5,13.3,2020-10-03T07:03,2020-10-03T18:35,21.50,21.50,0.00
2020-10-04,11.0,8.8,9.9,2020-10-04T07:05,2020-10-04T18:32,26.70,26.70,0.00
2020-10-05,16.3,8.6,11.9,2020-10-05T07:07,2020-10-05T18:30,1.00,1.00,0.00
2020-10-06,15.3,10.8,12.5,2020-10-06T07:08,2020-10-06T18:28,3.30,3.30,0.00
2020-10-07,15.1,9.4,11.9,2020-10-07T07:10,2020-10-07T18:26,1.90,1.90,0.00
2020-10-08,16.5,9.7,14.3,2020-10-08T07:12,2020-10-08T18:23,3.10,3.10,0.00
2020-10-09,14.2,6.9,9.9,2020-10-09T07:13,2020-10-09T18:21,1.80,1.80,0.00
2020-10-10,13.0,5.2,8.9,2020-10-10T07:15,2020-10-10T18:19,0.70,0.70,0.00
2020-10-11,12.6,6.8,9.5,2020-10-11T07:17,2020-10-11T18:17,0.00,0.00,0.00
2020-10-12,12.3,4.5,8.9,2020-10-12T07:18,2020-10-12T18:15,3.60,3.60,0.00
2020-10-13,11.3,6.6,9.3,2020-10-13T07:20,2020-10-13T18:12,2.90,2.90,0.00
2020-10-14,13.4,8.6,10.6,2020-10-14T07:22,2020-10-14T18:10,1.20,1.20,0.00
2020-10-15,12.4,7.8,9.5,2020-10-15T07:23,2020-10-15T18:08,0.00,0.00,0.00
2020-10-16,12.9,6.5,9.3,2020-10-16T07:25,2020-10-16T18:06,0.00,0.00,0.00
2020-10-17,12.1,8.3,9.9,2020-10-17T07:27,2020-10-17T18:04,0.00,0.00,0.00
2020-10-18,12.4,8.1,9.9,2020-10-18T07:28,2020-10-18T18:02,0.00,0.00,0.00
2020-10-19,14.0,6.5,10.4,2020-10-19T07:30,2020-10-19T18:00,0.00,0.00,0.00
2020-10-20,17.5,10.9,14.2,2020-10-20T07:32,2020-10-20T17:58,4.70,4.70,0.00
2020-10-21,14.4,12.9,13.7,2020-10-21T07:34,2020-10-21T17:56,18.60,18.60,0.00
2020-10-22,15.5,9.8,12.8,2020-10-22T07:35,2020-10-22T17:54,0.00,0.00,0.00
2020-10-23,15.1,8.4,11.9,2020-10-23T07:37,2020-10-23T17:52,0.20,0.20,0.00
2020-10-24,16.0,7.6,12.5,2020-10-24T07:39,2020-10-24T17:50,13.10,13.10,0.00
2020-10-25,12.6,8.4,10.3,2020-10-25T07:41,2020-10-25T17:48,0.30,0.30,0.00
2020-10-26,12.7,6.4,9.1,2020-10-26T07:42,2020-10-26T17:46,0.50,0.50,0.00
2020-10-27,12.8,6.3,9.2,2020-10-27T07:44,2020-10-27T17:44,3.20,3.20,0.00
2020-10-28,12.9,8.1,9.6,2020-10-28T07:46,2020-10-28T17:42,0.30,0.30,0.00
2020-10-29,14.0,7.7,11.0,2020-10-29T07:48,2020-10-29T17:40,2.80,2.80,0.00
2020-10-30,15.1,14.1,14.6,2020-10-30T07:49,2020-10-30T17:38,0.00,0.00,0.00
2020-10-31,15.6,9.5,13.1,2020-10-31T07:51,2020-10-31T17:36,4.60,4.60,0.00
2020-11-01,16.4,10.1,13.7,2020-11-01T07:53,2020-11-01T17:34,0.40,0.40,0.00
2020-11-02,16.8,8.6,13.8,2020-11-02T07:55,2020-11-02T17:33,0.50,0.50,0.00
2020-11-03,10.2,4.8,7.8,2020-11-03T07:56,2020-11-03T17:31,1.70,1.70,0.00
2020-11-04,10.4,0.5,5.0,2020-11-04T07:58,2020-11-04T17:29,0.00,0.00,0.00
2020-11-05,8.2,1.8,4.4,2020-11-05T08:00,2020-11-05T17:28,0.00,0.00,0.00
2020-11-06,11.2,2.2,6.3,2020-11-06T08:02,2020-11-06T17:26,0.00,0.00,0.00
2020-11-07,14.8,3.4,8.2,2020-11-07T08:03,2020-11-07T17:24,0.00,0.00,0.00
2020-11-08,14.9,7.8,11.1,2020-11-08T08:05,2020-11-08T17:23,0.90,0.90,0.00
2020-11-09,15.4,11.2,13.0,2020-11-09T08:07,2020-11-09T17:21,1.50,1.50,0.00
2020-11-10,14.2,8.1,11.1,2020-11-10T08:09,2020-11-10T17:20,0.00,0.00,0.00
2020-11-11,13.5,6.7,10.7,2020-11-11T08:10,2020-11-11T17:18,1.40,1.40,0.00
2020-11-12,12.5,8.7,10.3,2020-11-12T08:12,2020-11-12T17:17,4.30,4.30,0.00
2020-11-13,12.9,8.5,11.1,2020-11-13T08:14,2020-11-13T17:15,0.30,0.30,0.00
2020-11-14,14.2,8.5,12.2,2020-11-14T08:15,2020-11-14T17:14,10.30,10.30,0.00
2020-11-15,13.9,7.9,11.4,2020-11-15T08:17,2020-11-15T17:12,8.20,8.20,0.00
2020-11-16,12.0,8.2,10.2,2020-11-16T08:19,2020-11-16T17:11,1.60,1.60,0.00
2020-11-17,14.0,11.3,12.4,2020-11-17T08:20,2020-11-17T17:10,0.00,0.00,0.00
2020-11-18,14.5,8.7,11.9,2020-11-18T08:22,2020-11-18T17:09,0.00,0.00,0.00
2020-11-19,9.1,2.7,7.2,2020-11-19T08:24,2020-11-19T17:07,0.70,0.70,0.00
2020-11-20,9.7,0.6,5.3,2020-11-20T08:25,2020-11-20T17:06,1.00,1.00,0.00
2020-11-21,12.2,8.8,10.4,2020-11-21T08:27,2020-11-21T17:05,0.00,0.00,0.00
2020-11-22,11.2,4.7,9.1,2020-11-22T08:29,2020-11-22T17:04,0.00,0.00,0.00
2020-11-23,9.6,2.2,5.9,2020-11-23T08:30,2020-11-23T17:03,0.00,0.00,0.00
2020-11-24,11.6,9.0,9.9,2020-11-24T08:32,2020-11-24T17:02,0.00,0.00,0.00
2020-11-25,12.5,7.3,9.7,2020-11-25T08:33,2020-11-25T17:01,0.70,0.70,0.00
2020-11-26,8.2,2.8,5.1,2020-11-26T08:35,2020-11-26T17:00,0.00,0.00,0.00
2020-11-27,6.7,2.2,4.5,2020-11-27T08:36,2020-11-27T16:59,0.00,0.00,0.00
2020-11-28,10.1,6.2,7.6,2020-11-28T08:38,2020-11-28T16:59,0.00,0.00,0.00
2020-11-29,8.2,4.3,6.7,2020-11-29T08:39,2020-11-29T16:58,0.00,0.00,0.00
2020-11-30,9.6,5.5,7.2,2020-11-30T08:41,2020-11-30T16:57,1.00,1.00,0.00
2020-12-01,6.8,2.6,4.7,2020-12-01T08:42,2020-12-01T16:56,0.00,0.00,0.00
2020-12-02,6.2,0.2,3.7,2020-12-02T08:43,2020-12-02T16:56,0.60,0.60,0.00
2020-12-03,6.9,3.3,4.9,2020-12-03T08:45,2020-12-03T16:56,10.90,10.90,0.00
2020-12-04,4.8,1.5,3.1,2020-12-04T08:46,2020-12-04T16:55,8.40,5.50,2.03
2020-12-05,6.5,2.1,3.7,2020-12-05T08:47,2020-12-05T16:55,0.10,0.10,0.00
2020-12-06,6.0,1.8,3.2,2020-12-06T08:48,2020-12-06T16:54,1.30,1.30,0.00
2020-12-07,3.1,1.3,2.4,2020-12-07T08:50,2020-12-07T16:54,1.30,1.30,0.00
2020-12-08,4.6,0.6,2.4,2020-12-08T08:51,2020-12-08T16:54,0.40,0.40,0.00
2020-12-09,6.5,3.4,4.6,2020-12-09T08:52,2020-12-09T16:53,2.00,2.00,0.00
2020-12-10,7.4,5.1,6.3,2020-12-10T08:53,2020-12-10T16:53,0.10,0.10,0.00
2020-12-11,10.4,4.8,8.1,2020-12-11T08:54,2020-12-11T16:53,6.90,6.90,0.00
2020-12-12,8.3,3.2,6.4,2020-12-12T08:55,2020-12-12T16:53,0.60,0.60,0.00
2020-12-13,11.4,-0.0,5.9,2020-12-13T08:56,2020-12-13T16:53,5.90,5.90,0.00
2020-12-14,11.2,8.7,10.1,2020-12-14T08:57,2020-12-14T16:53,5.10,5.10,0.00
2020-12-15,10.2,6.7,7.9,2020-12-15T08:58,2020-12-15T16:53,0.00,0.00,0.00
2020-12-16,9.8,7.5,8.6,2020-12-16T08:58,2020-12-16T16:54,2.30,2.30,0.00
2020-12-17,10.0,5.8,7.8,2020-12-17T08:59,2020-12-17T16:54,0.00,0.00,0.00
2020-12-18,11.5,9.4,10.6,2020-12-18T09:00,2020-12-18T16:54,2.20,2.20,0.00
2020-12-19,10.8,8.2,9.7,2020-12-19T09:00,2020-12-19T16:55,2.80,2.80,0.00
2020-12-20,9.5,5.2,7.5,2020-12-20T09:01,2020-12-20T16:55,0.00,0.00,0.00
2020-12-21,13.0,5.1,10.2,2020-12-21T09:01,2020-12-21T16:55,6.80,6.80,0.00
2020-12-22,12.7,8.3,10.4,2020-12-22T09:02,2020-12-22T16:56,3.10,3.10,0.00
2020-12-23,11.7,7.2,10.0,2020-12-23T09:02,2020-12-23T16:57,8.00,8.00,0.00
2020-12-24,7.3,2.3,4.1,2020-12-24T09:03,2020-12-24T16:57,3.00,3.00,0.00
2020-12-25,3.1,-0.4,1.1,2020-12-25T09:03,2020-12-25T16:58,0.00,0.00,0.00
2020-12-26,9.3,-0.1,5.4,2020-12-26T09:03,2020-12-26T16:59,0.00,0.00,0.00
2020-12-27,9.2,0.3,5.7,2020-12-27T09:03,2020-12-27T17:00,11.20,11.20,0.00
2020-12-28,3.5,-2.8,0.7,2020-12-28T09:03,2020-12-28T17:00,0.00,0.00,0.00
2020-12-29,3.2,-0.0,1.9,2020-12-29T09:04,2020-12-29T17:01,0.00,0.00,0.00
2020-12-30,4.1,-0.5,1.6,2020-12-30T09:04,2020-12-30T17:02,0.00,0.00,0.00
2020-12-31,2.6,-3.6,-0.3,2020-12-31T09:04,2020-12-31T17:03,0.00,0.00,0.00
2021-01-01,3.6,-2.2,0.9,2021-01-01T09:03,2021-01-01T17:04,0.60,0.60,0.00
2021-01-02,3.7,-1.8,2.2,2021-01-02T09:03,2021-01-02T17:05,0.10,0.10,0.00
2021-01-03,4.9,-2.5,1.1,2021-01-03T09:03,2021-01-03T17:06,0.00,0.00,0.00
2021-01-04,4.3,1.5,2.9,2021-01-04T09:03,2021-01-04T17:07,2.10,2.10,0.00
2021-01-05,3.8,0.2,2.1,2021-01-05T09:03,2021-01-05T17:09,1.90,1.90,0.00
2021-01-06,4.6,-0.9,2.2,2021-01-06T09:02,2021-01-06T17:10,0.70,0.60,0.07
2021-01-07,2.6,-2.5,-0.6,2021-01-07T09:02,2021-01-07T17:11,0.00,0.00,0.00
2021-01-08,2.8,-2.5,-0.1,2021-01-08T09:01,2021-01-08T17:13,0.00,0.00,0.00
2021-01-09,4.6,-0.7,1.0,2021-01-09T09:01,2021-01-09T17:14,0.00,0.00,0.00
2021-01-10,3.9,-2.4,0.4,2021-01-10T09:00,2021-01-10T17:15,0.00,0.00,0.00
2021-01-11,7.7,1.0,4.8,2021-01-11T09:00,2021-01-11T17:17,0.20,0.20,0.00
2021-01-12,8.9,-0.4,6.0,2021-01-12T08:59,2021-01-12T17:18,4.90,4.90,0.00
2021-01-13,7.6,-1.6,3.7,2021-01-13T08:58,2021-01-13T17:20,4.80,4.80,0.00
2021-01-14,7.5,1.4,4.5,2021-01-14T08:57,2021-01-14T17:21,25.80,25.80,0.00
2021-01-15,3.9,-1.4,0.9,2021-01-15T08:57,2021-01-15T17:23,0.00,0.00,0.00
2021-01-16,6.9,0.6,3.6,2021-01-16T08:56,2021-01-16T17:24,6.40,4.20,1.54
2021-01-17,6.4,2.6,4.2,2021-01-17T08:55,2021-01-17T17:26,0.00,0.00,0.00
2021-01-18,7.2,1.0,4.1,2021-01-18T08:54,2021-01-18T17:27,1.70,1.70,0.00
2021-01-19,10.4,7.4,9.6,2021-01-19T08:53,2021-01-19T17:29,4.40,4.40,0.00
2021-01-20,10.0,9.0,9.5,2021-01-20T08:52,2021-01-20T17:31,7.60,7.60,0.00
2021-01-21,9.2,3.2,5.6,2021-01-21T08:51,2021-01-21T17:32,3.10,3.10,0.00
2021-01-22,6.5,-0.3,2.6,2021-01-22T08:49,2021-01-22T17:34,0.90,0.90,0.00
2021-01-23,3.5,-2.1,0.9,2021-01-23T08:48,2021-01-23T17:36,0.00,0.00,0.00
2021-01-24,2.2,-4.2,-0.8,2021-01-24T08:47,2021-01-24T17:37,4.70,1.10,2.59
2021-01-25,4.2,-3.0,0.2,2021-01-25T08:46,2021-01-25T17:39,0.00,0.00,0.00
2021-01-26,5.5,-2.6,1.8,2021-01-26T08:44,2021-01-26T17:41,2.20,2.20,0.00
2021-01-27,9.4,5.9,7.8,2021-01-27T08:43,2021-01-27T17:43,2.00,2.00,0.00
2021-01-28,11.6,7.4,9.8,2021-01-28T08:42,2021-01-28T17:44,8.80,8.80,0.00
2021-01-29,9.9,7.9,8.7,2021-01-29T08:40,2021-01-29T17:46,8.00,8.00,0.00
2021-01-30,7.9,2.3,4.5,2021-01-30T08:39,2021-01-30T17:48,13.10,13.10,0.00
2021-01-31,3.4,0.7,2.2,2021-01-31T08:37,2021-01-31T17:50,2.20,2.20,0.00
2021-02-01,4.6,2.4,3.3,2021-02-01T08:36,2021-02-01T17:52,0.00,0.00,0.00
2021-02-02,12.1,3.3,8.5,2021-02-02T08:34,2021-02-02T17:53,5.80,5.80,0.00
2021-02-03,9.1,4.3,7.7,2021-02-03T08:33,2021-02-03T17:55,1.00,1.00,0.00
2021-02-04,8.5,1.5,5.4,2021-02-04T08:31,2021-02-04T17:57,9.90,9.90,0.00
2021-02-05,9.5,4.7,6.9,2021-02-05T08:29,2021-02-05T17:59,1.00,1.00,0.00
2021-02-06,6.6,2.0,4.2,2021-02-06T08:28,2021-02-06T18:01,4.70,4.70,0.00
2021-02-07,3.4,-0.7,0.9,2021-02-07T08:26,2021-02-07T18:02,7.10,3.00,3.01
2021-02-08,0.0,-2.3,-1.1,2021-02-08T08:24,2021-02-08T18:04,0.00,0.00,0.49
2021-02-09,0.3,-3.1,-1.5,2021-02-09T08:22,2021-02-09T18:06,0.20,0.00,0.28
2021-02-10,0.3,-5.7,-2.6,2021-02-10T08:21,2021-02-10T18:08,0.00,0.00,0.00
2021-02-11,-0.7,-6.7,-3.7,2021-02-11T08:19,2021-02-11T18:10,0.00,0.00,0.00
2021-02-12,-0.1,-3.7,-2.4,2021-02-12T08:17,2021-02-12T18:12,0.00,0.00,0.00
2021-02-13,-0.2,-5.1,-2.5,2021-02-13T08:15,2021-02-13T18:13,0.00,0.00,0.00
2021-02-14,4.5,-0.5,1.8,2021-02-14T08:13,2021-02-14T18:15,1.10,1.10,0.00
2021-02-15,11.6,4.5,8.2,2021-02-15T08:11,2021-02-15T18:17,6.70,6.70,0.00
2021-02-16,9.7,7.2,8.7,2021-02-16T08:09,2021-02-16T18:19,2.90,2.90,0.00
2021-02-17,10.0,6.8,8.7,2021-02-17T08:07,2021-02-17T18:21,2.70,2.70,0.00
2021-02-18,10.6,4.5,7.9,2021-02-18T08:05,2021-02-18T18:22,2.40,2.40,0.00
2021-02-19,10.4,3.7,7.6,2021-02-19T08:03,2021-02-19T18:24,0.00,0.00,0.00
2021-02-20,14.1,9.9,11.7,2021-02-20T08:01,2021-02-20T18:26,0.10,0.10,0.00
2021-02-21,13.9,7.6,11.0,2021-02-21T07:59,2021-02-21T18:28,0.50,0.50,0.00
2021-02-22,12.0,6.6,9.2,2021-02-22T07:57,2021-02-22T18:30,0.00,0.00,0.00
2021-02-23,12.6,5.4,9.3,2021-02-23T07:55,2021-02-23T18:31,0.00,0.00,0.00
2021-02-24,14.6,10.2,12.3,2021-02-24T07:53,2021-02-24T18:33,0.00,0.00,0.00
2021-02-25,11.6,6.0,9.7,2021-02-25T07:51,2021-02-25T18:35,0.80,0.80,0.00
2021-02-26,10.7,0.2,5.6,2021-02-26T07:49,2021-02-26T18:37,0.00,0.00,0.00
2021-02-27,10.9,0.4,5.6,2021-02-27T07:47,2021-02-27T18:39,0.00,0.00,0.00
2021-02-28,8.6,0.5,4.4,2021-02-28T07:45,2021-02-28T18:40,0.00,0.00,0.00
2021-03-01,8.4,2.9,5.0,2021-03-01T07:43,2021-03-01T18:42,0.00,0.00,0.00
2021-03-02,10.0,1.1,5.0,2021-03-02T07:40,2021-03-02T18:44,0.00,0.00,0.00
